;num_tweets
@bruno_squeff;1
@marlonpaim_;6
prazos;6
compromissos;6
@londvnboy;1
davidson;1
guilherme;1
@brunakellidasi1;3
foda🙉🙉🙉;3
@AlbadejoS;1
@ollgpoor;2
@ge_vasco;3
@ludimiila;2
@marianapormann_;4
converso;4
@mariaa00_;1
@batistela04;1
Gatinho;1
Pink;1
Floyd;1
@paullo_daniel;1
@fostomthepeople;2
esfregando;1
@ideiasbizarras;1
mutação;2
chocante;1
@hitmonvers;2
off;3
encontrado;2
desbloquear;2
aparelho;22
recurso;2
@rafinhabrs1;1
@naluizaaaa;5
ein😍;5
@alfontenelle;2
Suspeita;1
@bignoseboss;2
LISTINHA;2
FESTINHA;2
DISGRAÇA;2
Aula;4
observação;5
dermos;4
bala;6
goma;5
@azeredo_kevin;4
🤷🏽‍♂️;4
@Gustavo_Rochaa;1
homenageando;1
gostem;3
💖;1
@lisaugustalima;5
🚨🚨🚨🚨🚨🚨;1
👏👏👏👏👏👏👏;1
@GaldinoComL;2
Vera;5
teimam;2
ex-terra;2
@fvguima;1
@xogossipgirlxz;1
definiu;2
(profilaxia);2
fetos;2
Zikavirus;2
@LuizLulaBrasil;1
Logo;4
Familicia;1
ira;1
@ritaaccabral;1
@tcerondonia;1
https://t.co/boHjLzacAK;1
#tcerondonia;1
@Carlos_japi;1
@HugoCordeiro8;1
in;4
@Sr_Ana_Vitoria;1
encerrado;5
serve;8
@vncsflp;1
nuna;1
namorei;2
@AliciaMagalhaes;2
@LucasRanngel;1
@cuteandhandy;1
@Raquelzete1;1
@sccprah;3
@dudjaaaa;1
@kkaraicenorinha;1
descuyir;1
@LeoPicon;18
@ma_souzaa_;1
@clarasogado;1
@debxx__;2
@Da_Parmaaaa;1
@LeozitoPereira;1
@AmadoraExibida;1
♠️Coroa;1
PUTA♠️;1
aproveitamos;1
reforma;2
á;4
descarregar;1
@gald1no;1
@lorenna_lunaa;1
25°;3
@majukropf_;1
bebô;1
@souteupaiya;8
@PxMilly5;1
elx;2
@ttgarcia;2
juíza;2
adorador;2
mula;2
condeno;2
@CRLWES;1
doidos;1
Trabalhando;4
“covid;1
@OOSantos;1
destilam;1
terrorismo;1
@imsuchasinner;2
#슙국;2
#YOONKOOK;2
𝐃𝐢𝐚́𝐫𝐢𝐨;2
𝐝𝐞;2
𝐐𝐮𝐚𝐫𝐞𝐧𝐭𝐞𝐧𝐚;2
Fluffy;2
Comédia;2
Romance;2
2shot;2
(5.7k);2
@Stephaany;1
Vim;1
VÁRIAS;1
112;1
@erickxlima;1
Orientação;1
diminuir;2
tx;2
lave;3
use;2
@abaduartemo;1
@naatan;5
ibaneis;5
@chloscost;1
chapinha;1
@pdsvilela;28
jovens;34
670;8
@heitoralcantara;1
https://t.co/ZafNRWxTkr;2
arqui;2
@prertonkohler;2
depender;2
escolhas;2
faremos;2
“Vamos;2
@giragirassolll;1
desabafo;2
apanhando;1
enforcada;1
@JIY0NGTV;1
desmaiou;1
@laremonio;1
cortes;2
@TemplarVult;3
86;3
recuperou;3
@aianahana;1
Lorran;1
@kevin4i22;1
forçou;2
@nunesjamille;2
"B&amp;M";2
bloqueei;2
beberei;2
mandarei;2
afinal;5
@lethiciamann;1
ferias;1
juntem;1
Respeitem;1
isolamente;1
@NanciPerri;1
@smpndr;1
fertil;1
@sharam_diniz;1
organize;1
RnB;1
Hip;1
Hop;1
2000;4
faxavor;1
😩😅🙌🏾;1
@Vini_dubgod;1
castigo;1
@B2nto155;1
🥵😁;1
@Byaaa04;1
@marianaceci_;1
Três;17
recém-nascido;1
@unaesthetic666;1
@anyresm;1
@xsky_z;1
ep;2
rap/trap;1
capa;3
hitting;1
really;1
@luisarthurmore;1
@MarilandaPires;1
traidores;1
@wilsonwizel;1
@darlison_flexa;1
@cvazmarques;18
originalidades;18
defendiam;18
exagerar;18
@beta_jesse;3
ACOMPANHANDO;2
CONSUMIDOR;2
OCORRENDO;2
Produtores;2
Industria;2
Distribuidores;2
@GenerisUrgente;4
phodido;2
FIAT;2
disputar;2
@princesahotdog;1
aquietem;1
@layrodriguess_;1
sossegar;1
@SergioMoros2;2
@RobertW21740662;1
Ontario;1
@Morenacrf13;1
bem,ja;1
coloquei;11
@dayannesoa;1
irmãs;1
unimos;1
@CJoaoKlein;2
@EuJoaoKlein;2
confiram;2
@lightconnexion;2
@GTabacow;3
adulteradas;3
forçaram;3
declarar;3
@pullupnghost;2
Tamos;2
qnt;2
@cintia_schmitzz;2
watts;2
@Cantinh0daDor;1
@theumilk99;1
@RoxCalassara;1
Querido;2
@ederminetto;1
💡🍃;1
Nutrir;1
hábitos;3
exercício;6
criançada;1
ilustrações;1
exclusivas;11
@jordanaalvim;5
@RoelChavis;1
lucros;1
exacerbado;1
pirocloroquina;1
@SergioChapelao;1
binário;1
impôs;3
@gabisolinski_;1
@ALEXANDREGARDU1;1
Tire;1
conclusões;1
@eloytattoo_;1
xs;1
amigxs;1
estúdio;2
buscando;1
lançamos;1
@inkdirection;1
@plaisq;1
@Lelintai;1
esqueceram;1
@LucasBGallina;2
Realidade;2
Convido;2
Prior;2
Floripa;2
qd;4
sairmos;2
menciono;2
Demonstra;1
profunda;1
convicção;2
invenção;9
@crashmself;1
raquel;1
@ffcje_;1
@maedobichento;1
poço;2
@breninoliveirag;2
@casluzsul;2
@grazyxki;3
@_hfj10;1
@kvh_vieira;1
@telmaroyal;1
@edbone_santos;2
Eme;1
@iloveanimaisof;1
“Você;1
@kahfr;2
CONFIRMADA;2
sossega;4
@rosawillian;1
Limão;1
cruz;7
mandinga;1
@kmievan;2
@Richas_e_Livros;2
@a_rodriigues99;1
lembre-se;1
@miguelemelo;1
paralisia;1
sugestivos;1
https://t.co/mpuSjiHBah;1
@Jessica31681970;1
@_soueuanna;1
LTC;2
@TulioDurante;1
@Pitty;1
disco;1
@Hibiatriz;1
@eaicristiann;2
@clarionrox;5
achatar;6
Dinamarca;5
Noruega;5
@MariaToninii;3
digerir;69
@dorapeac;2
15°;2
@crf_C0STA;4
@Direita_Network;7
curou;3
900;1
@carolminuzzo_;1
namoradinho;1
troféu;1
@Catarinalopes25;1
@giupetronio;2
@sccpshawn;3
YouTuber;2
castigada;2
@cristaldegotas;1
@leticiabit_;1
@karollportes;1
@sabraynab;1
@laaiisferreira;1
@britopinho;4
@CarlaPola;4
jogadas;4
proibindo;4
@tatazila;2
@silvioluiz;1
DSCOBRI;1
VOCE;3
´PODE;1
BANHO;1
@hogwagustd;1
@yoonscrybby;1
cansou;1
@lacumbuca;1
@Mikalins;1
dese;1
andou;1
@chip_cris;1
@JacobBonoro;1
@carvalho______;1
@RomuloNevesOf;3
cápsulas;3
@matheusmrocha_;1
habituado;1
estabelecendo;1
@ThomasMoraes03;1
@cn_araujo;1
suficiente;12
@alvarotreloso;2
Necessito;1
atingidos;1
enchentes;1
@IGreekGoddess;1
📢SORTEIO;1
QUARENTENA📢;1
sorteando;4
packs;1
sortudo;3
escolher);1
@cortesmarcellaa;2
“Essa;3
@Fabiana06321053;6
conversam;6
combinam;6
“Saúde”;10
@Angel_Sibely;3
expectativas;3
looonge;3
@atemaislogo;3
@gabipreira;1
@graximachado;1
@JimmyGresik;1
@iane_menezes;1
CLARAMENTE;1
desinformadas;1
CULPADO;1
DECRETOU;1
@Fernand13778677;1
@WJorgeOliveira;1
IGNORÂNCIA;1
PURA;1
BABACAS;1
focam;1
POLÍTICOS;1
@Jacck13;1
Hoje.é;1
JUDAS;2
queimado;1
#JudasBolsonaro;1
@Toniversatil_Oz;1
@mlkbanheirao;1
@mamaedobe2;1
@Jutotbel;1
@thelifeofmath;1
10º;1
Acordo;1
alucinações;5
@pedrostrader;1
@dudaghenkemeier;2
“aproveitem;1
mensagem”;1
@CienciaMulheres;1
seriamente;2
cansa;2
palanque;1
condenado;1
corrupção;1
passiva;1
lavagem;1
@CrisMenshova;2
@Dom_Andolini;1
@sosa2switcher;1
Fumar;2
Comer;2
@clara_camara;1
omi;1
forrózinho;1
serra;1
merminho;1
rasteira;1
@sofipenido;2
Nu;2
carencia;2
daq;2
@SrCaju;1
milituda;1
BH);1
Stories;2
@Juli0tB;1
tranza;1
durão;1
@BrooklynPortal;1
OFF;1
@manualveste;1
#NovaFotoDoPerfil;3
@b_buenoo;1
@carolindonaaa;1
fracassos;1
@pamlimaa_;1
Nois;2
tema;4
Jully;1
@brferrlar;1
@newtoncyberpunk;1
michelangelo;1
tartarugas;1
ninja;1
11a;2
violência;12
Havia;1
diplomata;1
@gabrielafsn;1
finais;1
@lyrochax;1
@costavelhoo;1
feitiço;1
@PabloFuente;1
@samarassa_;2
@emidois;1
irritam;1
@luizrmgarcia;1
@manualdomundo;1
@cavallini;1
@EPUSP;1
engenharia;1
reversa;1
#BolsonaroTemRazãoSim;1
GloboLixo;1
maravilhoso;4
@Fercarlula;1
amanhece;1
pichada;1
frase;2
@odicarvalho;1
@Maleh64302774;2
@comosefossereal;1
⭒;1
Sᥙgᥱstõᥱs;1
dᥱ;1
fᥲᥒfιᥴs;1
ᥱ;1
AUs;1
→;1
𝐴𝑙𝑔𝑢𝑚𝑎𝑠;1
𝑛𝑎𝑟𝑟𝑎𝑡𝑖𝑣𝑎𝑠;1
𝑐𝑜𝑚;1
𝑒𝑛𝑟𝑒𝑑𝑜𝑠;1
𝑒;1
𝑝𝑒𝑟𝑠𝑜𝑛𝑎𝑔𝑒𝑛𝑠;1
𝑖𝑛𝑐𝑟𝑖𝑣𝑒𝑖𝑠;1
Famosinhas;1
long;1
@Goleira012;1
@KarenSamyra;1
gustavo;8
“se;2
prestar;1
não...”;1
@laratonelli1;2
@ILADIR;3
Up;1
caigado;1
@jjkmoustache;1
questionando;1
@AlineMidlej;1
Chegamos;1
Jogado;1
devidas;2
plateias;1
@Priscil49387550;1
♥️😷;1
@petisdelivery;1
Qualidade;1
@luanamm_64;1
filhas;1
rosie;1
katherine;1
@J_stt22;1
euuuuuuu;1
@Ray_chriss15;1
1D;1
@oreptiliano;2
lagoa;2
PEGAR;3
@amndagarces;1
@igorbogarin;4
punk;4
d+;4
@Linathyc;1
#ParedaoDoDennis;2
balançar;1
raba;5
fexxtinhas;1
@letiandrade01;1
@PauloCezarAlv17;1
@RoseCoe87352112;1
@michelnigro;1
gastou;4
@gcftaegix;2
jikook!¡au;2
@Maria20882743;4
@Pragmatismo_;4
😓😓;4
seremos;9
morrermos;4
@ValcirZeLeo;9
@Doriko8;1
PENSEM;1
REFLITAM;1
rasgam;1
@cartermariano;1
@Ellocohumaita;1
cuide;1
@sebastiofcosta;1
@JanainaDoBrasil;11
6);1
@LuisAdorno;1
@ItaloPetraglia;2
Livres;4
@Cebola223;1
bailim;1
Cebola;1
@lauromartins7_;2
@EduardaaGuedes;1
(os);1
queridíssimo;1
@aliciarezende1;1
@BernaAquino6_0;1
aceitas;1
enfermeiras;1
@rafaelastahelin;1
bjinho;1
@g1vanguarda;2
Motoristas;2
@gamerdog93;1
aguentei;3
pegas;1
@_centralboyssp;1
@sindicatodosdv;1
@thelittestarr;1
percebi;6
@rkalifornia;1
Kristen;1
@maluuuuucaa;3
Gnt;5
😣😣💖;3
ON-LINE;3
@celsoportiolli;2
ISRAELENSE;2
SUCESSO;2
GRAVES;2
@didi17goiania;1
@vianadepinho;1
@DanyDireita;1
@own_marie;1
@Naval_38;1
@OABurgos;1
@regininhailha;1
@rejannealb;1
@ZilPereira;1
@iancccavalcanti;3
SABADOU;3
PARE;3
@mujardim;2
filosofia;2
phineas;2
ferb;2
estariam;4
@nayracrlh;1
@Delaine71747270;7
@italo_soares89;7
choro;7
@mateuxcarneiro;1
Crente;1
Victor;1
Azevedo;1
@shwrou_y;1
op;1
hiato;1
wano;1
gravando;1
Jaja;1
kaido;1
Big;1
mom;1
@s4nt4n411;2
@_gabyzinha_9;1
CABELOOOO;1
CRESCER;1
SALAO;1
ABERTO;1
@crimethinc;7
continuarmos;3
indivíduos;3
punidas;3
@gica_ndc;4
pisa;5
@fernandonalata;1
@johnconstantyne;1
infectatos;1
@loverenchanted;2
quebraria;2
@gabmenegassi;1
@jralves_ak47;1
🏡🤙🏽;1
@causa_operaria;3
ostensiva;3
levou;7
inevitável;3
@matheusgarciaol;1
trens;1
reunirem;1
intenção;1
@RapaduraHype;1
@gomezzfranciany;1
fraude;17
@alentejanoeddie;1
@emillymacley;2
@_amandaaoli;2
@pigmentada_;2
ressucitar;2
sapucai;2
@bireme;1
Jarbas;1
Barbosa;1
Adjunto;1
OPAS/OMS;1
caseiras;1
@GustavoAlberte1;1
@sensatoh302;1
Né;3
homi;9
@NicRamos7;1
@euVickkk;1
vontade,oq;1
@mdudagc;1
@MarleneFFL;1
Pça;1
Miler;1
triagem;1
Z;1
@jp_mc17;5
@bailedatdb;2
explanar;2
gostosinho;2
direção;3
🤯🤯;2
@verdadeirojesus;1
@bigheechul;1
heechul;1
@dudxmxltx;1
fofocar;1
pessoalmente;5
@swmmysep;1
@castellanobfr;1
método;1
@ClauAaronV;1
Dolor;1
@moniele_parma;2
coleguinha;2
participando;3
*Honestíssimos*;1
*Técnicos*;1
vendido;2
@TozzaFla;1
@tostraydogs;1
74388;1
joguei;1
roblox;1
lana;2
amou;1
@amdazai;1
@BarbaraPippa;1
@xmeudeus;5
Templates;4
@mayameirelexx;1
Tedio;1
@darhyunr;1
comeback;1
twice;1
@revistagalileu;1
espécies;2
identificadas;1
especialistas;3
esclarecem;1
@AngelaBeeger;1
FFA;1
@CicloVivo;1
https://t.co/tuLd8enqmG;1
#dicadeleitura;1
#digital;1
@lalala_gartixa;1
ss;2
pdc;1
@TIAGOSANTZU;3
JAIMINHO;3
ESTAGIÁRIO;3
FEUDAL;3
tread;3
Marca;3
retuita;3
finalizar;3
hq;3
indecência…;2
@henrivx;2
duplicar;2
@NestorRego;1
lembramos;1
cousas;1
@Diogomigu3l;10
desgastar;10
@GualbertaTania;1
cansados;1
desgasta;1
sucursal;3
Comunista;6
tratava;3
✨✨✨;1
TAO;3
GOSTANDO;1
fortaleçam;1
motivar;1
@sboy_gui;2
exterminado;2
@beyoncenow;10
Beyoncé;10
Jay-Z;10
atualmente;15
importaria;10
@tolamaravilha;1
capilar;2
deuses;1
@danicoutinhoooo;1
“1;1
mes;14
bjar,essa;1
matando”;1
@porracamis;1
Leonardo;1
latir;1
espirra;2
@marinaagostini_;3
MESMA;3
BURROS;3
@Dani_Campregher;1
morrerão;6
@GuimaraesLiih;2
Escutei;2
votei;4
@Lauguinea;1
EXIJO;1
@eita_linaa;1
@arthurhfagundes;1
@porrahkells;1
@Denilsonsecoll;1
@vivobr;4
@marcos__mrs;1
Kells;1
@Roberto12597787;1
vagabundos;8
Solução;1
salvará;2
@pefabiodemelo;3
controvérsia;2
antiga;2
conclusivo;2
indicava;2
componente;3
@purposerzw;1
bancados;1
condições;6
@izablwck;1
caramba;1
canso;1
@Im_f_chaos;1
@CristaJudaica;1
@BlairWaldoorfff;1
castigando;1
chamavam;1
@gerarsanyo;2
@_gefurtado;1
bloquin;1
sarado;1
Seria;3
@valentethay;2
PERNAS;2
BAMBA;2
@fefys_Doliveira;39
Hollywood;32
práticas;9
@galo_vasco;1
@mrleokf;1
😶;1
#LGBTQ;1
@isabeleflor1;1
Pedir;1
mosquito;3
@1Casalfalandu;1
Lacradores;1
@SrSoouzaa;3
@kinhyoonah;1
rostinhos;1
@suiciduda;1
@gustmadu;3
textinho;2
@PedroMak;1
@lauradanielats;1
elite;4
euphoria;1
viciada;4
@thegreatrosies;1
@mosquitimazul;2
Olimpíadas;2
adiadas;2
adiados;2
gados;2
@correio_dopovo;4
Encruzilhada;2
https://t.co/QCt4lBhUuP;2
@tequilawn;42
cristiano;44
araújo;42
sairíamos;42
destruídos;42
@ronnestranger;2
@cris_suellen05;2
@annacaah_rocha;1
MARTIN;1
GARRIX;1
OQ;3
PEDI;1
@kareuuu;1
estérico;1
(Covid-19);3
atualizados;5
(11/04;3
17:00);3
1.768.019;3
108.178;3
@Tozello;1
@soueunavida;2
@Ptrem7;7
@marxelukacs;3
Grupos;3
extrema-direita;4
comemoram;3
@jrmarsola;1
@diogocarvalhoon;88
quarentena🤣;5
@daniellefr_;1
surtinho;1
movimentada;1
@borhapmercury;1
@IcaroFariaz;1
evitava;1
atentava;1
@beatrizcstd;1
kkkjkkk;1
@roselaranja;3
panelaço;15
proveniente;3
@porParkBom;1
Óbvio;1
utt;1
Park;1
@_vaspixaba;1
VASCAÍNO;1
1️⃣comenta;1
#Vasco;1
#VascoDaGama;7
2️⃣;1
Coração;1
vermelho;1
@raisavictoriaa;1
@SergioSantosLor;9
@dridrialencar;4
Helo;5
babes😍😍;5
How;5
your;5
(BR);5
vocês?❤️;5
#StayHome;7
Tags;5
@rafarmoura;1
@P_Carrano;1
@JsmsalSalgado;1
"C&amp;T";1
banhado;1
@marguimara;2
Insensibilidade;2
Comgresso;2
cortarem;2
privilégios;2
recebem;42
Fundão;4
@OficiaIStart;2
MAQUIS;2
INSTAGRAM;4
START;2
@Lugongeovana;1
reiniciar;1
carona;1
@thcarfax;1
Cerca;1
(quase;1
mês);1
@mariicrvg_;4
Menino;2
Ney;4
@SelvaXXXL;1
#Gay;2
#Porno;1
#Bare;1
#BDSM;1
#Dotado;1
#Male;1
#SafeSex;1
#PrEP;1
#Condom;1
#VideoPorno;1
#Sexo;1
@susivadiaputa;1
3948391202014;1
@_Patronnus;1
#Pandamia;1
Cheque;1
24k;1
CTA;1
1a;1
Dama;2
@TulioLeao1;1
@ibeatrizmartins;1
@PutoMaia9;1
simpático;1
vibe;2
after;1
epic;1
@semionato_;1
Tirando;2
satanico;1
@eumareanna;1
bebasso;1
@girolatino;1
humanitária;8
venezuelanos;1
fugiram;2
Dois;6
realidades;1
distintas;1
ambas;1
distorcidas;1
#covid;2
#epidemia;1
@Lisboxx;1
@veramartins;5
Oportunidade;3
Amazon;3
eBooks;3
dispositivo;3
Kindle;3
@Mauroso78859649;1
@imedeirosz;1
@albertogonc;1
Bazófias;1
patrióticas;1
Mussolini;1
@taylorswiftbr;27
lendas;28
Oscar;27
listou;27
@jeanpatt6n;1
guitarras;1
memes;3
DANÇA;1
CAIXÃO;1
feat;1
@MoscaVitalism;1
#memedocaixao;1
@CamaradaUzala;1
sugiro;1
“gripizinha”;1
minimizaram;1
40tenta;1
@adelton17;1
SAUDADE;3
TÃO;9
PONTO;1
@revistakoreain;4
Use;3
#KINCasaFestival;2
#️⃣;2
KPOP;3
sofrerá;1
sansões;1
@BotMadeinBrasil;1
democratas;1
liberais;1
mostrarem;1
ditatorial;1
@tamirens;2
@CentroVelhoRio;2
@OperacoesRio;3
@jornalodia;2
@PMERJ;2
@fabianilana;1
prantos;1
cruel;3
avassalador;2
@heter0flex;1
@ruaskzn;1
@XHportugues;1
@ianalencastro;1
@gabibrozio;1
entende;13
@anjosssssss;1
portanto;1
havendo;2
Olimpíada;1
escondeu;2
Russia;1
@praxes_romulo;1
onlyfans;1
bio;6
@nicolaxdelf;1
@goulart_lenita;76
"Drauxio""😂😂";1
Encontre;1
erro🤷🏼‍♀️;1
@santos_agora;1
195;1
Acompanhe;10
‘Dose;1
bloquearia;1
paciente’;1
@Evelin84293886;1
@GDL_CNR;2
Caralhoooooo;2
@DraMonicaGiusti;1
assisto;1
CNNDoria;1
âncora;1
Luciana;1
Barreto;5
@CaakauR;2
@Daniele__Soares;1
@dalvacruz;1
@emiliomoreno;1
Treva;1
Constatino;1
@mmanfr_;1
@bmrtwins1;1
Senior;2
citizens;1
https://t.co/pjJ6lAXatH;1
@fxp212;1
cervinha;1
@iasminbarbosaaa;1
@gyovane_s;1
@Lopess_98;1
bus;1
cidreira;1
beachja;1
iaaa;1
Íris;1
Aparentemente;3
resfriado;3
inflamada;1
dorzinha;1
Noticias;3
@badag_skt;1
@thatspennylane;2
réu;2
primário;2
nobel;2
@bebadoembeija;1
ranço;5
1.Apresente;1
prove;2
@susanabra11;1
Dissecando;1
BolsoToffoli;1
psiquiatria;1
insistência;4
Precisamos;8
popularizar;1
politicagem;3
deturpar;2
@vitoriafabrici;1
ensinou;3
@bitchcoin666;2
FILHO;2
REUNINDO;4
@eita_caj;1
@ellenfrancis;1
“Quem;1
solto”;1
@MarceloLins68;120
Inacreditáveis;120
tristes;121
@jnfreitaz;5
hospício;6
neurose;5
@mwlenao;1
@Vitor__RJ;1
malucos;6
@baconehruim;2
@MarioSatojp;1
🙏🙏🙏👍;1
@marcielyferrei1;3
@LaurinhaBonoro;4
QUEREMOS;3
CAMINHONEIROS;3
ESPALHAR;3
@g1rio;3
@tieme_sarah;1
@anaeoq1;1
igualzin;1
rapunzel;2
@Matheus_Duarte6;1
@MariaEd27786232;1
@lvaroCasimiro4;1
cadáveres;1
terroristas;1
@madnessopus;1
@hdmteles;1
DVD;1
@SurraFC;1
Aju...CORONA;1
@TonyShowOficial;3
secretarias;1
atualizou;1
@GabiLuchinni;2
gurizada;3
vera;5
@Chrisbonorino;1
#live;1
@dennisdjoficial;1
@liz_niter;1
@guswsa;1
fizermos;1
#brasiltemquepararbolsonaro;1
pressionei;3
@yk_Geezy;1
Made;1
#Mozambique;1
@nathfinancas;3
VALA;3
@assyralzz;1
@MLB_nacional;1
movimentos;1
construindo;1
@marcioQmaciel;1
depor;1
2x;1
oooohhhhh;1
meigo;1
@chandlwer;1
essencial;8
aproveitae;1
@kamilly5_;1
caberia;1
mts;2
@i9Jessie;3
SORTEIO;3
skin;3
1820;3
-Seguir;3
🔴Brasil;3
@saminhoca;2
@DeusReus1;8
@EuRuannnn;11
@rjeribeiro;2
Volto;2
startup;2
levantou;4
60M€;2
despede;2
@Clebin557;1
🤙🏾;1
@paulaslandd;1
@carolmarconi;2
@Fregraf;2
entao;3
prendam;1
psicopata;2
@sophiaalieda;4
@SSalud_mx;190
@Kaduventri;3
🔥🍆🍑;1
@new_gaywanking;3
@camila_rm2;1
102%;1
@adeIegada;1
procuro;6
túnel;1
dirá;2
@ornxllxs_LF;2
@_cervino;1
@tamassaa;1
@luiz08966920;1
@OrcineteDa;1
genro;1
@emabranco_;1
@rangermatheus;1
idiomas;1
caminha;3
escoliose;1
@TaldaCarolinda;1
existiu;2
@CarlosS48442375;1
sub;1
@bielleoncio;1
cancela;3
@bia_gomxs;4
@andersoncs_;2
Caramba;2
@deaveii;1
vestem;1
DEPRESSION;1
@NidiaBarreto21;1
@carlagcc1967;1
@ciancaglini_15;29
estarrecida;1
indignada;2
nefasta;2
liderada;5
@ylannaalvess;1
@SombrasVoz;3
3);1
fantasia;3
4);1
@giutchuca;1
AA;1
@kimorais_;2
@tric0s;1
tripas;1
@ferreiracarol17;2
quarentena🔥;2
@craudio99;2
fornecimento;2
cassetete;2
@MemeQuarentena;6
almoçando;2
“web;2
namorado”;2
@aiManuqcrianca;1
@SeemJuizo_rs2;1
Solteira*;1
sofrooo;1
@antuneskellyy;1
ess;1
@kissjapa;1
diaaaaaa;1
@22CMtoTheRight;1
@__malumendonca;1
@biiggie1997;4
Sobe;2
@ceciliapecora;1
@lopezkadu;1
nessas;2
bati;1
77263727382738;1
punhetas;1
perguntando;6
incorporava;2
cálculo;2
achado;2
@hxxrdfeelings;2
Mato;3
Grosso;3
👎;1
@saturnalia_;1
Mercúrio;1
Áries;2
surgiu;4
Veremos;1
@osPrints;2
expor;5
Senado;1
recorreu;1
partidário;4
lançada;1
@jucostaf_;1
FOTO;1
@xe_agora;2
JEJUM;2
NACIONAL;2
@InterMilGraus;1
Cebolinha;1
Rodinei;14
@CilenePOliveira;3
abandona;3
(JB);3
@araujors;1
@Juliana_Santss;1
@maari_piupiu;1
queroooo;1
muitooooo;1
#dennisdj;1
@rafaportugalc;2
https://t.co/5Yp2itRZq8;2
recolher;2
@_caducante;1
falecer;3
@Ricci_ruiva;1
@alxcostx;3
@bonorinh4;1
corona”;1
@ofeliizardo;1
Roubaram;2
toucas;1
@JoaoPau16048238;1
@b1c3vluc45;1
@jlbraga;2
revoltando;2
@BrasilRiba;1
transferência;1
@LuanHuppes;1
@SousaMacau;1
AHAHAHAAHAHAHAH;1
zerava;1
@juhramosb;1
(?????);1
lembre;3
@eunicki_;1
Carol;1
@nunesrodrigo98;1
@flpvargas;1
simulação;2
Level;1
@ohshitsz;3
paranoias;1
@narfortsac;1
Senhor;7
🙏🙏🙏🙏🙏🙏;1
#CoronavirusPlantao;1
#CoronavirusNoBrasil;1
aparelhamento;20
asqueroso;20
108;20
@ceellla;1
@LucasF_0302;2
Destaques;2
fascista❌;2
contrato;2
bilionário;2
RJ❌;2
vidas❌;2
@ccl_jh;2
80km;2
(a)foto;2
(b)foto;2
computador;4
(c);2
@AmandaLuft;2
ATENÇAO;2
MENINAS;4
DICA;2
cortem;5
seco;2
@segueodolar;1
sabe-se;1
@Ricardo70178689;8
Ñ;6
bobos;6
Perigo;8
@alineoliveir_a;1
surpreendentes;1
relatos;2
aprendeu;6
@HGabrielaRM;2
decide;14
Educação;2
@wellrodrgs;1
https://t.co/xz75baGb0J;3
Uso;10
indiscriminado;10
@crvgchata;16
@RobsonTorresBr;1
ITALIA;1
ESPANHA;1
CONCLUINDO;1
INFECTOU;1
MATOU;1
DR;2
MUTRETTA;1
IMPRENSA;1
@clsvieira;2
desviando;3
@moreiravtr;1
Nas;17
@varandas024;1
@yudijapaa;1
@isadenadai;1
fazendona;1
POSSÍIIIIIIIVEL;1
@jainhanhi;1
reunirmos;1
discutir;1
@amorimcrl;1
@catafoiawins;3
@camilagamag;3
avisem;2
antecedência;2
término;2
@LouzadaManoella;1
@MacielWallace;1
América;4
aterrorizante;2
2.108;1
@caebatista1;1
padaria;2
celebrar;1
#AcabouBolsonaro;1
@candidasophis;3
atrapalhar;7
@FelipeMamedes;1
27°;4
#BBB2020;1
@rafakalimann_;1
21:00;1
💃🕺🧘‍♂️💃;1
INVESTIGUEM;11
COMPRARIA;11
CARRO;11
WITZEL;11
@PretiVilberto;1
vEJAM;1
EMPRESA;1
cOVID-dORIA;1
lide;1
ENVOLVIDA;1
@Toled021;2
@jujuu_gomess;2
@Karen_qtb;1
Bateria;1
carreguei;1
@SmashedHammer;3
Simples;45
movimentarmos;1
#desobedienciacivilSP;2
Morais;2
Juridico;2
@marciojerry;1
https://t.co/gtfVC5EQjr;1
@loxhearts;1
@gaymxss;1
vai-me;1
rotinas;1
@gi__alvess;1
@milhocreoilo;1
estampar;1
Manifestante;1
@LeeooMiranda_;1
@silveira_thaiis;2
dengo;3
@AndessonOficial;1
Fiquei;1
melhorei;1
@spkamili;6
BACTERIA;6
put;6
@gubosta;1
AH;2
GALERA;7
LIVEZINHA;1
OH;1
#DesobedienciacivilSP;1
@larissa_moresco;1
@dantfjames;1
@MyWorldFellings;3
Pior;4
@silva_nkk;1
prezepada;1
@_OHNANINHA;3
@pontejornalismo;1
Cartilha;1
elaborada;1
@CNJ_oficial;1
solicitar;1
benefício;1
@piasbravos;5
mililitro;5
@hoIandamarina;1
@sccpdudaa;1
penteado;2
@eujafizaquiloou;1
torradas;1
garfo;1
Rebentei;1
@ccmaiara;3
@ju_rodrigues05;1
geladeira;3
potinho;1
@AndreiKampff;2
promissor;2
@itsdudareskk;3
modao;4
pinga;4
limao;3
@cheeseeuyu;1
@B7bfr_96;1
@VEDUR1;1
@RaccooningCCoon;1
https://t.co/FkNbBVVu4U;1
@EliSS2020;1
@EnosGama;1
cobrados;1
afins;5
@Andrez_couto;2
@adrian0w;1
cagando;10
@operamundi;1
180.876;1
8.627;1
@crisprodrigues;1
Puxa;1
@ClaraFockink;1
Confirmamos;162
236;145
@irowmans;1
trancadas;1
@delrey_oliveira;1
@opa_leeo;1
sítio;3
leo;1
reguladora;3
#Hidroxicloroquina;6
@Maufalavigna;7
terço;6
@K0ch7;1
pdp;1
blue;1
